timestamp,server,latency,predicted,is_spike,spike_severity,suggested_server,improvement
1748456662.6814616,chromewebstore.google.com,38.0,95.2309181044233,False,0,,
1748456667.7553089,chromewebstore.google.com,41.5,87.89918054487632,False,0,,
1748456675.1263545,chromewebstore.google.com,98.33333333333333,81.95843261864559,False,0,,
1748456680.2241697,chromewebstore.google.com,92.75,84.05079516481348,False,0,,
1748456685.279339,chromewebstore.google.com,80.6,85.16045508553105,False,0,,
1748456690.3445702,chromewebstore.google.com,72.5,84.57497189410881,False,0,,
1748456695.4194577,chromewebstore.google.com,67.0,83.03007434502456,False,0,,
1748456700.5167122,chromewebstore.google.com,67.5,80.77547342801319,False,0,,
1748456705.625363,chromewebstore.google.com,70.11111111111111,77.17710407799677,False,0,,
1748456710.6960356,chromewebstore.google.com,67.9,76.19134620638539,False,0,,
1748456715.7916682,chromewebstore.google.com,70.3,74.99734938742249,False,0,,
1748456720.856437,chromewebstore.google.com,69.2,74.43134609250302,False,0,,
1748456725.927717,chromewebstore.google.com,52.8,73.76271533016299,False,0,,
1748456731.01338,chromewebstore.google.com,51.1,70.66621231123486,False,0,,
1748456736.0703413,chromewebstore.google.com,51.4,67.85382203291717,False,0,,
1748456741.1245956,chromewebstore.google.com,50.5,65.54881968344539,False,0,,
1748456746.19497,chromewebstore.google.com,51.0,63.47454484502905,False,0,,
1748456751.3021004,chromewebstore.google.com,51.5,61.78847226620352,False,0,,
1748456756.3905082,chromewebstore.google.com,48.1,60.423395915071126,False,0,,
1748456761.4542382,chromewebstore.google.com,47.3,51.04694364339753,False,0,,
1748456766.5134528,chromewebstore.google.com,43.9,51.47274358155515,False,0,,
1748456771.6019042,chromewebstore.google.com,47.4,50.73799975635402,False,0,,
1748456776.7057624,chromewebstore.google.com,50.1,50.76536522308405,False,0,,
1748456781.7904043,chromewebstore.google.com,50.1,51.182545840469615,False,0,,
1748456786.871495,chromewebstore.google.com,51.0,51.41947080103163,False,0,,
1748456791.9271967,chromewebstore.google.com,51.4,51.70320382610441,False,0,,
1748456796.9929974,chromewebstore.google.com,52.2,51.95193567149906,False,0,,
1748456802.0578005,chromewebstore.google.com,48.5,52.25054647239562,False,0,,
1748456807.1123085,chromewebstore.google.com,46.4,51.8599647251316,False,0,,
1748456812.1741955,chromewebstore.google.com,45.6,51.18099836560086,False,0,,
1748456817.2405179,chromewebstore.google.com,46.4,50.47761285519431,False,0,,
1748456822.3077695,chromewebstore.google.com,42.8,43.11977548540181,False,0,,
1748456827.3755307,chromewebstore.google.com,39.2,43.89346625250505,False,0,,
1748456832.4320478,chromewebstore.google.com,36.9,43.544452595701465,False,0,,
1748456837.477988,chromewebstore.google.com,34.9,42.738946785972544,False,0,,
1748456842.537498,chromewebstore.google.com,34.8,41.68035311024221,False,0,,
1748456847.5919194,chromewebstore.google.com,32.9,40.8036174870437,False,0,,
1748456852.6526124,chromewebstore.google.com,32.5,39.72835839241594,False,0,,
1748456857.7167213,chromewebstore.google.com,32.3,38.77581023302557,False,0,,
1748456862.7667382,chromewebstore.google.com,31.2,37.953867245892084,False,0,,
1748456867.8125587,chromewebstore.google.com,29.7,37.07737251606009,False,0,,
1748456872.8720903,chromewebstore.google.com,30.4,36.08984760982981,False,0,,
1748456877.963249,chromewebstore.google.com,32.5,35.38776112418799,False,0,,
1748456883.0116904,chromewebstore.google.com,31.1,27.520593498298894,False,0,,
1748456888.0782773,chromewebstore.google.com,32.4,29.114406581589343,False,0,,
1748456893.1374164,chromewebstore.google.com,33.4,30.47971313387943,False,0,,
1748456898.192798,chromewebstore.google.com,33.2,31.644736041984864,False,0,,
1748456903.2608585,chromewebstore.google.com,33.7,32.43861739748458,False,0,,
1748456908.3082075,chromewebstore.google.com,33.0,33.108105516221585,False,0,,
1748456913.4394033,chromewebstore.google.com,36.2,33.46095391620968,False,0,,
1748456918.5211396,chromewebstore.google.com,39.7,34.31525275905793,False,0,,
1748456923.5848498,chromewebstore.google.com,38.6,35.616388005126424,False,0,,
1748456928.6612344,chromewebstore.google.com,37.7,36.430325969326205,False,0,,
1748456933.7384098,chromewebstore.google.com,41.0,36.902631322372706,False,0,,
1748456938.7921634,chromewebstore.google.com,39.7,37.85435289614264,False,0,,
1748456943.836914,chromewebstore.google.com,38.3,32.894326154797135,False,0,,
1748456948.8969955,chromewebstore.google.com,39.5,34.598058599175836,False,0,,
1748456956.1051953,chromewebstore.google.com,40.7,36.08475398042658,False,0,,
1748456961.1542196,chromewebstore.google.com,40.7,37.42646035576869,False,0,,
1748456966.2190845,chromewebstore.google.com,39.4,38.423580757058836,False,0,,
1748456971.2964034,chromewebstore.google.com,39.0,38.90815582037758,False,0,,
1748456976.33295,chromewebstore.google.com,38.0,39.187649137972365,False,0,,
1748456981.3991745,chromewebstore.google.com,36.7,39.196590150659354,False,0,,
1748456986.5066006,chromewebstore.google.com,39.0,38.941396914510634,False,0,,
1748456991.583711,chromewebstore.google.com,41.3,39.16158329471334,False,0,,
1748456996.6362185,chromewebstore.google.com,41.9,39.754545656082186,False,0,,
1748457001.7053685,chromewebstore.google.com,41.9,5390.437516948183,False,0,,
1748457006.7571871,chromewebstore.google.com,39.7,-116.90453136057096,False,0,,
1748457011.81401,chromewebstore.google.com,40.4,105.58773702458376,False,0,,
1748457016.896117,chromewebstore.google.com,42.7,18.740044303636765,False,0,,
1748457021.9787583,chromewebstore.google.com,43.1,46.68389354500874,False,0,,
1748457027.1103272,chromewebstore.google.com,46.4,42.22694242231647,False,0,,
1748457032.161119,chromewebstore.google.com,45.3,46.58255428270749,False,0,,
1748457037.2241688,chromewebstore.google.com,40.7,45.1417857740923,False,0,,
