timestamp,server,latency,predicted,is_spike,spike_severity,suggested_server,improvement
1748455500.8423584,google.com,25.0,95.68164167700765,False,0,,
1748455505.9223213,google.com,46.0,89.31854567731394,False,0,,
1748455510.9954238,google.com,45.0,85.41978904860898,False,0,,
1748455516.0418124,google.com,28.0,81.78402613562756,False,0,,
1748455521.2172594,google.com,101.0,76.94998872517243,False,0,,
1748455526.664356,google.com,428.0,79.10819320286421,True,1.0,www.google.com,401.0
1748455562.7114756,google.com,39.0,110.45828133421372,False,0,,
1748455567.750779,google.com,20.0,103.98219921466611,False,0,,
1748455572.8103666,google.com,32.0,96.37706565415775,False,0,,
1748455577.8692858,google.com,27.0,90.54974483290967,False,0,,
1748455582.9684582,google.com,71.0,84.80086785450732,False,0,,
1748455588.0356982,google.com,36.0,83.55088144765284,False,0,,
1748455593.101664,google.com,46.0,79.25335401140791,False,0,,
1748455598.1705012,google.com,34.0,76.24932341608486,False,0,,
1748455603.2497475,google.com,54.0,72.4353475684961,False,0,,
1748455608.3265123,google.com,53.0,70.77187857120764,False,0,,
1748455613.433702,google.com,79.0,69.16927053891851,False,0,,
1748455618.536951,google.com,72.0,70.05540255968756,False,0,,
1748455623.6162739,google.com,54.0,70.07463951902167,False,0,,
1748455628.7202427,google.com,74.0,68.61207611374304,False,0,,
1748455633.7894418,google.com,36.0,69.10228251721509,False,0,,
1748455638.8699646,google.com,54.0,66.09327089753478,False,0,,
1748455643.9211533,google.com,24.0,64.99511225975964,False,0,,
1748455649.232452,google.com,291.0,61.27256984374965,True,1.0,www.google.com,258.0
1748455682.4351888,google.com,41.0,82.04113765856944,False,0,,
1748455687.4807394,google.com,25.0,78.27054069753854,False,0,,
1748455692.5813642,google.com,79.0,73.3798785075323,False,0,,
1748455697.6549406,google.com,54.0,73.8947447408404,False,0,,
1748455702.7124321,google.com,28.0,72.06959039901349,False,0,,
1748455707.7868621,google.com,54.0,68.02965912442866,False,0,,
1748455712.8575659,google.com,36.0,66.74453510267949,False,0,,
1748455717.9101946,google.com,26.0,63.92937895601934,False,0,,
1748455722.9736931,google.com,44.0,60.45819982776243,False,0,,
