timestamp,server,latency,predicted,is_spike,spike_severity,suggested_server,improvement
1748456662.6399071,www.google.co.in,24.0,94.20071201079088,False,0,,
1748456667.7060308,www.google.co.in,26.0,84.11443108353238,False,0,,
1748456672.7573092,www.google.co.in,26.666666666666668,75.76960944672848,False,0,,
1748456677.8618555,www.google.co.in,38.0,68.72315854055373,False,0,,
1748456683.1912699,www.google.co.in,91.0,64.31725274595976,False,0,,
1748456688.2442737,www.google.co.in,82.0,68.14358914840888,False,0,,
1748456693.4251873,www.google.co.in,83.57142857142857,70.12957979358598,False,0,,
1748456698.480489,www.google.co.in,76.375,72.05492125611855,False,0,,
1748456703.5296288,www.google.co.in,70.44444444444444,72.40399359154232,False,0,,
1748456708.5976708,www.google.co.in,67.0,71.80334470360434,False,0,,
1748456713.7214906,www.google.co.in,74.4,70.78692147826831,False,0,,
1748456718.845219,www.google.co.in,81.1,71.59825038780744,False,0,,
1748456723.9068499,www.google.co.in,81.7,73.40188456141587,False,0,,
1748456728.9633167,www.google.co.in,77.9,74.87069346058121,False,0,,
1748456734.0289335,www.google.co.in,51.5,75.36740970644254,False,0,,
1748456739.1426892,www.google.co.in,57.1,71.31045689721769,False,0,,
1748456744.22796,www.google.co.in,53.8,68.96084313684356,False,0,,
1748456749.342555,www.google.co.in,60.0,66.50070374443155,False,0,,
1748456754.4612446,www.google.co.in,66.3,65.47884845270475,False,0,,
1748456759.5372684,www.google.co.in,67.3,65.64085707726838,False,0,,
1748456764.5951622,www.google.co.in,61.4,63.95905415631437,False,0,,
1748456769.6782384,www.google.co.in,58.0,63.582745266361016,False,0,,
1748456774.7519925,www.google.co.in,60.0,62.49395645073326,False,0,,
1748456779.8022962,www.google.co.in,59.6,62.14647714694098,False,0,,
1748456784.848153,www.google.co.in,58.0,61.781593122809305,False,0,,
1748456789.9196022,www.google.co.in,53.5,61.168150591040224,False,0,,
1748456795.0449376,www.google.co.in,52.2,59.81583515950428,False,0,,
1748456800.0859807,www.google.co.in,45.3,58.506270887155864,False,0,,
1748456805.1386762,www.google.co.in,38.9,56.19534205763347,False,0,,
1748456810.213466,www.google.co.in,38.9,53.19192912771993,False,0,,
1748456815.2621024,www.google.co.in,37.5,50.77431477011946,False,0,,
1748456820.4280295,www.google.co.in,46.1,43.68733497369064,False,0,,
1748456825.4962602,www.google.co.in,44.7,44.8994341232253,False,0,,
1748456830.5755706,www.google.co.in,46.2,45.31414844174011,False,0,,
1748456835.6368847,www.google.co.in,47.1,45.886508067857086,False,0,,
1748456840.692519,www.google.co.in,45.4,46.45547744894992,False,0,,
1748456845.7577684,www.google.co.in,44.1,46.49445281717094,False,0,,
1748456850.8251345,www.google.co.in,46.4,46.23510098103086,False,0,,
1748456855.9139707,www.google.co.in,49.9,46.46957601102001,False,0,,
1748456860.9527743,www.google.co.in,47.2,47.314018256569184,False,0,,
1748456866.0192366,www.google.co.in,49.4,47.4471190410459,False,0,,
1748456871.1118612,www.google.co.in,40.9,47.95413916478598,False,0,,
1748456876.1760929,www.google.co.in,40.1,46.7695717590601,False,0,,
1748456881.253469,www.google.co.in,41.0,41.73173793555112,False,0,,
1748456886.525392,www.google.co.in,62.9,41.94015693372652,False,0,,
1748456891.6126168,www.google.co.in,65.6,47.105236064288626,False,0,,
1748456896.6965408,www.google.co.in,67.6,51.45846856117255,False,0,,
1748456901.7543209,www.google.co.in,65.9,55.11473623324608,False,0,,
1748456906.8007848,www.google.co.in,62.4,57.5019544740337,False,0,,
1748456911.8575246,www.google.co.in,63.8,58.589920248959274,False,0,,
1748456916.9202447,www.google.co.in,63.1,59.708623652002586,False,0,,
1748456921.981293,www.google.co.in,61.1,60.43331180152301,False,0,,
1748456927.040287,www.google.co.in,61.2,60.60186461723722,False,0,,
1748456932.0934725,www.google.co.in,58.8,60.75174089098377,False,0,,
1748456937.1522489,www.google.co.in,37.6,60.40570275542649,False,0,,
1748456942.1966336,www.google.co.in,34.0,54.53283607830184,False,0,,
1748456947.2546175,www.google.co.in,32.4,49.78110668385041,False,0,,
1748456952.3369658,www.google.co.in,35.6,45.9304515645331,False,0,,
1748456957.4224565,www.google.co.in,39.2,43.78472582812871,False,0,,
1748456962.47269,www.google.co.in,38.3,42.955853621186066,False,0,,
1748456967.5348237,www.google.co.in,37.7,42.12215714585418,False,0,,
1748456972.5964596,www.google.co.in,36.4,41.34746436524984,False,0,,
1748456977.657503,www.google.co.in,36.8,40.470085966174146,False,0,,
1748456982.7138164,www.google.co.in,36.6,39.864283328040464,False,0,,
1748456987.765839,www.google.co.in,35.4,39.343722151891086,False,0,,
1748456992.8362877,www.google.co.in,37.8,38.68761002229081,False,0,,
1748456997.9415557,www.google.co.in,42.6,38.642443109146875,False,0,,
1748457002.9840674,www.google.co.in,39.1,3912.464047411796,False,0,,
1748457008.2643735,www.google.co.in,56.2,-104.18042694046044,False,0,,
1748457013.3308868,www.google.co.in,57.4,128.46831916437486,False,0,,
1748457018.4023952,www.google.co.in,57.6,32.87974848119676,False,0,,
1748457023.4523861,www.google.co.in,56.6,62.33580241333789,False,0,,
1748457028.4928765,www.google.co.in,55.0,55.36715321616574,False,0,,
1748457033.5587063,www.google.co.in,56.5,54.7745646756034,False,0,,
1748457038.6177475,www.google.co.in,56.9,56.52674059682707,False,0,,
